Paper	Outlet	Year	PaperID	Empirical Exp./Analysis	human?	"Averaged or single task? (s: single tasks; a: averaged; na = not applicable)"	Explanation	Task (to evaluate whether aggregation makes sense or not)
Exploring Variability-Aware Execution for Testing Plugin-Based Web Applications	ICSE	2014	ICSE2014_91	yes	no			
A Study of Equivalent and Stubborn Mutation Operators using Human Analysis of Equivalence	ICSE	2014	ICSE2014_92	yes	no			
Cross-Checking Oracles from Intrinsic Software Redundancy	ICSE	2014	ICSE2014_93	yes	no			
Mind the Gap: Assessing the Conformance of Software Traceability to Relevant Guidelines	ICSE	2014	ICSE2014_94	yes	no			
Verifying Component and Connector Models against Crosscutting Structural Views	ICSE	2014	ICSE2014_95	yes	yes	na	Survey, only minor part	
Effects of Using Examples on Structural Model Comprehension: A Controlled Experiment	ICSE	2014	ICSE2014_96	yes	yes	both	Controlled study to evaluate example driven modeling, does it improve comprehension? Two groups: model with/without examples. Lots of individual task analysis, but also some average results	Various tasks
Design Rule Spaces: A New Form of Architecture Insight	ICSE	2014	ICSE2014_97	yes	no			
Controlled Modeling Environment using Flexibly-Formatted Spreadsheets	ICSE	2014	ICSE2014_98	yes	yes	both	Controlled study to evaluate spreadsheet-based models, preliminary study, some average and some individual results	Four modelling tasks, details unclear
Feature Maintenance with Emergent Interfaces	ICSE	2014	ICSE2014_99	yes	yes	s	Controlled study to evaluate a tool for dealing with feature dependencies, 	Four different kinds of maintenance tasks
Truth in Advertising: The Hidden Cost of Mobile Ads for Software Developers	ICSE	2015	ICSE2015_1	yes	no			
Developing and Evaluating Software Engineering Process Theories	ICSE	2015	ICSE2015_10	no	no			
Lightweight Adaptive Filtering for Efficient Learning and Updating of Probabilistic Models	ICSE	2015	ICSE2015_11	yes	no			
Tempura: Temporal Dimension for IDEs	ICSE	2015	ICSE2015_12	yes	yes	av	Controlled user study to evaluate plugin for IDE, which provides historical code. 10 participants where split up into two groups, which either were able to use the plugin or not: only averages are presented	Answer questions about code history
Supporting Selective Undo in a Code Editor	ICSE	2015	ICSE2015_13	yes	yes	both	Controlled study to evaluate the usability and usefulness of AZURITE, between-subjects design with two groups: with/without tool. Largely discussion on individual tasks, but some averages are presented	6 various programming tasks in Java, one particularly for code history
Cascade: A Universal Programmer-Assisted Type Qualifier Inference Tool	ICSE	2015	ICSE2015_14	yes	yes	a	Controlled study to compare type-interference Julia and Cascade tools, within-subject design	Insert nullness annotations using each tool for two programs
RECONTEST: Effective Regression Testing of Concurrent Programs	ICSE	2015	ICSE2015_15	yes	no			
A Synergistic Analysis Method for Explaining Failed Regression Tests	ICSE	2015	ICSE2015_16	yes	no			
An Information Retrieval Approach for Regression Test Prioritization Based on Program Changes	ICSE	2015	ICSE2015_17	yes	no			
IccTA: Detecting Inter-Component Privacy Leaks in Android Apps	ICSE	2015	ICSE2015_18	yes	no			
Do Security Patterns Really Help Designers?	ICSE	2015	ICSE2015_19	yes	yes	s	Controlled study to evaluate the helpfulness of security patterns, everything is presented on a single task basis	Six tasks to extend and harden security of design
Interactive Code Review for Systematic Changes	ICSE	2015	ICSE2015_2	yes	yes	s, but only one task	Two studies to evaluate diff tool, one with professionals, one to compare with eclipse default diff view	Second study: review two patches, one with eclipse diff, one with the tool
AppContext: Differentiating Malicious and Benign Mobile App Behaviors Using Context	ICSE	2015	ICSE2015_20	yes	no			
TypeDevil: Dynamic Type Inconsistency Analysis for JavaScript	ICSE	2015	ICSE2015_21	yes	no			
Automated Data Structure Generation: Refuting Common Wisdom	ICSE	2015	ICSE2015_22	yes	no			
Detecting Inconsistencies in JavaScript MVC Applications	ICSE	2015	ICSE2015_23	yes	no			
AutoCSP: Automatically Retrofitting CSP to Web Applications	ICSE	2015	ICSE2015_24	yes	no			
How Much Up-Front? A Grounded theory of Agile Architecture	ICSE	2015	ICSE2015_25	yes	yes	na	Grounded theory of agile	
Work Practices and Challenges in Pull-Based Development: The Integrator's Perspective	ICSE	2015	ICSE2015_26	yes	yes	na	Qualitative, exploratory survey	
Build It Yourself! Homegrown Tools in a Large Software Company	ICSE	2015	ICSE2015_27	yes	yes	na	Qualtitative study	
Morpheus: Variability-Aware Refactoring in the Wild	ICSE	2015	ICSE2015_28	yes	no			
Does Automated Refactoring Obviate Systematic Editing?	ICSE	2015	ICSE2015_29	yes	no			
Automated Decomposition of Build Targets	ICSE	2015	ICSE2015_3	yes	no			
When and Why Your Code Starts to Smell Bad	ICSE	2015	ICSE2015_30	yes	no			
Learning to Log: Helping Developers Make Informed Logging Decisions	ICSE	2015	ICSE2015_31	yes	yes	av	Online questionnaire to evaluate logging tool, only averages are discussed	Recover original logging statements
Mining Apps for Abnormal Usage of Sensitive Data	ICSE	2015	ICSE2015_32	yes	no			
Tracking Static Analysis Violations over Time to Capture Developer Characteristics	ICSE	2015	ICSE2015_33	yes	no			
Automated Modularization of GUI Test Cases	ICSE	2015	ICSE2015_34	yes	no			
DirectFix: Looking for Simple Program Repairs	ICSE	2015	ICSE2015_35	yes	no			
Safe Memory-Leak Fixing for C Programs	ICSE	2015	ICSE2015_36	yes	no			
relifix: Automated Repair of Software Regressions	ICSE	2015	ICSE2015_37	yes	no			
The Art of Testing Less without Sacrificing Quality	ICSE	2015	ICSE2015_38	yes	no			
No PAIN, No Gain? The Utility of PArallel Fault INjections	ICSE	2015	ICSE2015_39	yes	no			
Helping Developers Help Themselves: Automatic Decomposition of Code Review Changesets	ICSE	2015	ICSE2015_4	yes	yes	na	Qualitative user study	
A Flexible and Non-intrusive Approach for Computing Complex Structural Coverage Metrics	ICSE	2015	ICSE2015_40	yes	no			
Combining Multi-Objective Search and Constraint Solving for Configuring Large Software Product Lines	ICSE	2015	ICSE2015_41	yes	no			
A Genetic Algorithm for Detecting Significant Floating-Point Inaccuracies	ICSE	2015	ICSE2015_42	yes	no			
Learning Combinatorial Interaction Test Generation Strategies Using Hyperheuristic Search	ICSE	2015	ICSE2015_43	yes	no			
Making System User Interactive Tests Repeatable: When and What Should We Control?	ICSE	2015	ICSE2015_44	yes	no			
Borrowing from the Crowd: A Study of Recombination in Software Design Competitions	ICSE	2015	ICSE2015_45	yes	yes	na	Qualitative user study	
From Developer Networks to Verified Communities: A Fine-Grained Approach	ICSE	2015	ICSE2015_46	yes	yes	na	survey to validate tool result	
Open Source-Style Collaborative Development Practices in Commercial Projects Using GitHub	ICSE	2015	ICSE2015_47	yes	yes	na	Mixed-method approach, qualitative	
Database-Backed Program Analysis for Scalable Error Propagation	ICSE	2015	ICSE2015_48	yes	no			
Tricorder: Building a Program Analysis Ecosystem	ICSE	2015	ICSE2015_49	yes	no			
Data-Delineation in Software Binaries and its Application to Buffer-Overrun Discovery	ICSE	2015	ICSE2015_5	yes	no			
Alloy*: A General-Purpose Higher-Order Relational Constraint Solver	ICSE	2015	ICSE2015_50	yes	no			
DASE: Document-Assisted Symbolic Execution for Improving Automated Software Testing	ICSE	2015	ICSE2015_51	yes	no			
Compositional Symbolic Execution with Memoized Replay	ICSE	2015	ICSE2015_52	yes	no			
Regular Property Guided Dynamic Symbolic Execution	ICSE	2015	ICSE2015_53	yes	no			
Combining Symbolic Execution and Model Checking for Data Flow Testing	ICSE	2015	ICSE2015_54	yes	no			
ZoomIn: Discovering Failures by Detecting Wrong Assertions	ICSE	2015	ICSE2015_55	yes	no			
Are Students Representatives of Professionals in Software Engineering Experiments?	ICSE	2015	ICSE2015_56	yes	yes	av	One-factor two-level, within-subjects design to compare students and professionals for SE experiments, discussion and results are on grouped tasks	Several groups of TDD implementations
Why Good Developers Write Bad Code: An Observational Case Study of the Impacts of Organizational Factors on Software Quality	ICSE	2015	ICSE2015_57	yes	yes	na	Qualitative long-term observation of developers	
Stuck and Frustrated or in Flow and Happy: Sensing Developers' Emotions and Progress	ICSE	2015	ICSE2015_58	yes	yes	a?	Lab study to investigate positive/negative emotions with biometrics	Two change tasks in Java
What Makes a Great Software Engineer?	ICSE	2015	ICSE2015_59	yes	yes	na	Qualitative study	
Measuring Software Redundancy	ICSE	2015	ICSE2015_6	yes	no			
Efficient Scalable Verification of LTL Specifications	ICSE	2015	ICSE2015_60	yes	no			
Empirical Study Towards a Leading Indicator for Cost of Formal Software Verification	ICSE	2015	ICSE2015_61	yes	no			
Specifying Event-Based Systems with a Counting Fluent Temporal Logic	ICSE	2015	ICSE2015_62	yes	no			
Coexecutability for Efficient Verification of Data Model Updates	ICSE	2015	ICSE2015_63	yes	no			
Assert Use in GitHub Projects	ICSE	2015	ICSE2015_64	yes	no			
A Programming Model for Sustainable Software	ICSE	2015	ICSE2015_65	yes	no			
Composite Constant Propagation: Application to Android Inter-Component Communication Analysis	ICSE	2015	ICSE2015_66	yes	no			
A Comparative Study of Programming Languages in Rosetta Code	ICSE	2015	ICSE2015_67	yes	no			
Revisiting the Impact of Classification Techniques on the Performance of Defect Prediction Models	ICSE	2015	ICSE2015_68	yes	no			
LACE2: Better Privacy-Preserving Data Sharing for Cross Project Defect Prediction	ICSE	2015	ICSE2015_69	yes	no			
Gray Computing: An Analysis of Computing with Background JavaScript Tasks	ICSE	2015	ICSE2015_7	yes	no			
The Impact of Mislabelling on the Performance and Interpretation of Defect Prediction Models	ICSE	2015	ICSE2015_70	yes	no			
ReCBuLC: Reproducing Concurrency Bugs Using Local Clocks	ICSE	2015	ICSE2015_71	yes	no			
Dynamic Generation of Likely Invariants for Multithreaded Programs	ICSE	2015	ICSE2015_72	yes	no			
GPredict: Generic Predictive Concurrency Analysis	ICSE	2015	ICSE2015_73	yes	no			
Graph-Based Statistical Language Model for Code	ICSE	2015	ICSE2015_74	yes	no			
Discovering Information Explaining API Types Using Text Classification	ICSE	2015	ICSE2015_75	yes	no			
How Can I Use This Method?	ICSE	2015	ICSE2015_76	yes	yes	s	survey and evaluation of example usage suggestion tool with two tasks, one without/with tool, paired design, individual results	Create two Java programs
Static Control-Flow Analysis of User-Driven Callbacks in Android Applications	ICSE	2015	ICSE2015_77	yes	no			
Hercules: Reproducing Crashes in Real-World Application Binaries	ICSE	2015	ICSE2015_78	yes	no			
Views on Internal and External Validity in Empirical Software Engineering	ICSE	2015	ICSE2015_79	yes	yes	na	Qualitative study	
Presence-Condition Simplification in Highly Configurable Systems	ICSE	2015	ICSE2015_8	yes	no			
CARAMEL: Detecting and Fixing Performance Problems That Have Non-Intrusive Fixes	ICSE	2015	ICSE2015_80	yes	no			
An Empirical Study on Real Bug Fixes	ICSE	2015	ICSE2015_81	yes	no			
Does the Failing Test Execute a Single or Multiple Faults? An Approach to Classifying Failing Tests	ICSE	2015	ICSE2015_82	yes	no			
Trivial Compiler Equivalence: A Large Scale Empirical Study of a Simple, Fast and Effective Equivalent Mutant Detection Technique	ICSE	2015	ICSE2015_83	yes	no			
Dynamic Data Flow Testing of Object Oriented Systems	ICSE	2015	ICSE2015_84	yes	no			
Symbolic Model Checking of Product-Line Requirements Using SAT-Based Methods	ICSE	2015	ICSE2015_9	yes	no			
Quantifying and Mitigating Turnover-Induced Knowledge Loss: Case Studies of Chrome and a Project at Avaya	ICSE	2016	ICSE2016_1	yes	no			
Scalable Thread Sharing Analysis	ICSE	2016	ICSE2016_10	yes	no			
The Challenges of Staying Together While Moving Fast: An Exploratory Study	ICSE	2016	ICSE2016_100	yes	yes	na	qualitative study	
The Sky Is Not the Limit: Multitasking Across GitHub Projects	ICSE	2016	ICSE2016_101	yes	yes	na	qualitative study	
Fixing Deadlocks via Lock Pre-Acquisitions	ICSE	2016	ICSE2016_11	yes	no			
Coverage-Driven Test Code Generation for Concurrent Classes	ICSE	2016	ICSE2016_12	yes	no			
Locking Discipline Inference and Checking	ICSE	2016	ICSE2016_13	yes	no			
Improving Refactoring Speed by 10X	ICSE	2016	ICSE2016_14	yes	yes	s	2 User studies to evaluate refactoring tool: two tasks each which were balanced by two groups. Individual tasks are discussed	3 Refactoring design patterns with/without the presented refactoring tool.
SourcererCC: Scaling Code Clone Detection to Big-Code	ICSE	2016	ICSE2016_15	yes	no			
Understanding Asynchronous Interactions in Full-Stack JavaScript	ICSE	2016	ICSE2016_16	yes	yes	s	User study to evaluate visualization tool that aids comprehension of async Javascript code. Three comprehension tasks for a single example.	Multiple, complex comprehension tasks of a async JS code
Shadow of a Doubt: Testing for Divergences between Software Versions	ICSE	2016	ICSE2016_17	yes	no			
Grounded Theory in Software Engineering Research: A Critical Review and Guidelines	ICSE	2016	ICSE2016_18	yes	no			
On the Techniques We Create, the Tools We Build, and Their Misalignments: A Study of KLEE	ICSE	2016	ICSE2016_19	yes	no			
Quality Experience: A Grounded Theory of Successful Agile Projects without Dedicated Testers	ICSE	2016	ICSE2016_2	yes	yes	na	Qualitative study with semi-structured interviews	
Release Planning of Mobile Apps Based on User Reviews	ICSE	2016	ICSE2016_20	yes	yes	na	Qualitative study	
Guiding Dynamic Symbolic Execution toward Unverified Program Executions	ICSE	2016	ICSE2016_21	yes	no			
Synthesizing Framework Models for Symbolic Execution	ICSE	2016	ICSE2016_22	yes	no			
Type-Aware Concolic Testing of JavaScript Programs	ICSE	2016	ICSE2016_23	yes	no			
An Empirical Comparison of Compiler Testing Techniques	ICSE	2016	ICSE2016_24	yes	no			
Termination-Checking for LLVM Peephole Optimizations	ICSE	2016	ICSE2016_25	yes	no			
Finding and Analyzing Compiler Warning Defects	ICSE	2016	ICSE2016_26	yes	no			
iDice: Problem Identification for Emerging Issues	ICSE	2016	ICSE2016_27	yes	no			
Energy Profiles of Java Collections Classes	ICSE	2016	ICSE2016_28	yes	no			
An Empirical Study of Practitioners' Perspectives on Green Software Engineering	ICSE	2016	ICSE2016_29	yes	yes	na	Survey on green SE/energy use	
Code Review Quality: How Developers See It	ICSE	2016	ICSE2016_3	yes	yes	na	Qualitative study	
Automated Energy Optimization of HTTP Requests for Mobile Applications	ICSE	2016	ICSE2016_30	yes	no			
Toward a Framework for Detecting Privacy Policy Violations in Android Application Code	ICSE	2016	ICSE2016_31	yes	no			
"Too Long; Didn't Watch! Extracting Relevant Fragments from Software Development Video Tutorials"	ICSE	2016	ICSE2016_32	yes	yes	na	Two studies: survey and semi-structured interviews	
Overcoming Open Source Project Entry Barriers with a Portal for Newcomers	ICSE	2016	ICSE2016_33	yes	yes	na	Qualitative study/survey	
Work Practices and Challenges in Pull-Based Development: The Contributor's Perspective	ICSE	2016	ICSE2016_34	yes	yes	na	survey	
Automatically Learning Semantic Features for Defect Prediction	ICSE	2016	ICSE2016_35	yes	no			
PRADA: Prioritizing Android Devices for Apps by Mining Large-Scale Usage Data	ICSE	2016	ICSE2016_36	yes	no			
Cross-Project Defect Prediction Using a Connectivity-Based Unsupervised Classifier	ICSE	2016	ICSE2016_37	yes	no			
Automated Parameter Optimization of Classification Techniques for Defect Prediction Models	ICSE	2016	ICSE2016_38	yes	no			
AntMiner: Mining More Bugs by Reducing Noise Interference	ICSE	2016	ICSE2016_39	yes	no			
Revisiting Code Ownership and Its Relationship with Software Quality in the Scope of Modern Code Review	ICSE	2016	ICSE2016_4	yes	no			
Program Synthesis Using Natural Language	ICSE	2016	ICSE2016_40	yes	no			
SWIM: Synthesizing What I Mean - Code Search and Idiomatic Snippet Synthesis	ICSE	2016	ICSE2016_41	yes	no?	na	One developer graded solution of developed tool	
Cross-Supervised Synthesis of Web-Crawlers	ICSE	2016	ICSE2016_42	yes	no			
Mining Sandboxes	ICSE	2016	ICSE2016_43	yes	no			
Automatic Model Generation from Documentation for Java API Functions	ICSE	2016	ICSE2016_44	yes	no			
Augmenting API Documentation with Insights from Stack Overflow	ICSE	2016	ICSE2016_45	yes	yes	na	survey to evaluate tool	
From Word Embeddings to Document Similarities for Improved Information Retrieval in Software Engineering	ICSE	2016	ICSE2016_46	yes	no			
Learning API Usages from Bytecode: A Statistical Approach	ICSE	2016	ICSE2016_47	yes	no			
"On the ""Naturalness"" of Buggy Code"	ICSE	2016	ICSE2016_48	yes	no			
Code Anomalies Flock Together: Exploring Code Anomaly Agglomerations for Locating Design Problems	ICSE	2016	ICSE2016_49	yes	no			
IntEQ: Recognizing Benign Integer Overflows via Equivalence Checking across Multiple Precisions	ICSE	2016	ICSE2016_5	yes	no			
Using (Bio)Metrics to Predict Code Quality Online	ICSE	2016	ICSE2016_50	yes	yes	av	Two studies, observing professional developers with biometrics to predict cognitive load	"No specific task, observed developers ""in the field"""
CUSTODES: Automatic Spreadsheet Cell Clustering and Smell Detection Using Strong and Weak Features	ICSE	2016	ICSE2016_51	yes	no			
"Disseminating Architectural Knowledge on Open-Source Projects: A Case Study of the Book ""Architecture of Open-Source Applications"""	ICSE	2016	ICSE2016_52	yes	yes	na	Qualitative study	
Identifying and Quantifying Architectural Debt	ICSE	2016	ICSE2016_53	yes	no			
Generating Performance Distributions via Probabilistic Symbolic Execution	ICSE	2016	ICSE2016_54	yes	no			
Decoupling Level: A New Metric for Architectural Maintenance Complexity	ICSE	2016	ICSE2016_55	yes	no			
On The Limits of Mutation Reduction Strategies	ICSE	2016	ICSE2016_56	yes	no			
Comparing White-Box and Black-Box Test Prioritization	ICSE	2016	ICSE2016_57	yes	no			
How Does Regression Test Prioritization Perform in Real-World Software Evolution?	ICSE	2016	ICSE2016_58	yes	no			
The Impact of Test Case Summaries on Bug Fixing Performance: An Empirical Investigation	ICSE	2016	ICSE2016_59	yes	yes	s, but only one task	Evaluation of test case summary tool, which improves comprehensibility, on two tests	Test target class, fix as many bugs as possible
Nomen est Omen: Exploring and Exploiting Similarities between Argument and Parameter Names	ICSE	2016	ICSE2016_6	yes	no			
Reducing Combinatorics in GUI Testing of Android Applications	ICSE	2016	ICSE2016_60	yes	no			
MobiPlay: A Remote Execution Based Record-and-Replay Tool for Mobile Applications	ICSE	2016	ICSE2016_61	yes	no			
VDTest: An Automated Framework to Support Testing for Virtual Devices	ICSE	2016	ICSE2016_62	yes	no			
Automated Test Suite Generation for Time-Continuous Simulink Models	ICSE	2016	ICSE2016_63	yes	no			
Missing Data Imputation Based on Low-Rank Recovery and Semi-Supervised Regression for Software Effort Estimation	ICSE	2016	ICSE2016_64	yes	no			
Performance Issues and Optimizations in JavaScript: An Empirical Study	ICSE	2016	ICSE2016_65	yes	no			
Multi-objective Software Effort Estimation	ICSE	2016	ICSE2016_66	yes	no			
A Practical Guide to Select Quality Indicators for Assessing Pareto-Based Search Algorithms in Search-Based Software Engineering	ICSE	2016	ICSE2016_67	yes	no			
A Comparison of 10 Sampling Algorithms for Configurable Systems	ICSE	2016	ICSE2016_68	yes	no			
Featured Model-Based Mutation Analysis	ICSE	2016	ICSE2016_69	yes	no			
Floating-Point Precision Tuning Using Blame Analysis	ICSE	2016	ICSE2016_7	yes	no			
Feature-Model Interfaces: The Highway to Compositional Analyses of Highly-Configurable Systems	ICSE	2016	ICSE2016_70	yes	no			
How Does the Degree of Variability Affect Bug Finding?	ICSE	2016	ICSE2016_71	yes	yes	both	Controlled study, studying how degrees of variability influence time/accuracy of bug finding. Three snippets with three levels of variability each. Each snippet is discussed individually, but also some averages across tasks	Identify bugs in code
Angelix: Scalable Multiline Program Patch Synthesis via Symbolic Analysis	ICSE	2016	ICSE2016_72	yes	no			
An Analysis of the Search Spaces for Generate and Validate Patch Generation Systems	ICSE	2016	ICSE2016_73	yes	no			
PAC Learning-Based Verification and Model Synthesis	ICSE	2016	ICSE2016_74	yes	no			
StubDroid: Automatic Inference of Precise Data-Flow Summaries for the Android Framework	ICSE	2016	ICSE2016_75	yes	no			
Reliability of Run-Time Quality-of-Service Evaluation Using Parametric Model Checking	ICSE	2016	ICSE2016_76	yes	no			
Exploring Language Support for Immutability	ICSE	2016	ICSE2016_77	yes	yes	na	Interviews and small pilot study with 3 developers regarding immutability in Java, four tasks of 90 minutes, but only exploration	Various tasks regarding immutability
The Evolution of C Programming Practices: A Study of the Unix Operating System 1973-2015	ICSE	2016	ICSE2016_78	yes	no			
An Empirical Study on the Impact of C++ Lambdas and Programmer Experience	ICSE	2016	ICSE2016_79	yes	yes	both	Controlled study, C++ lambdas vs. iterators. Two groups, one using lambdas, one iterators. Four tasks (first was a warmup). Individual tasks and averages are presented/discussed	Implement function with lambda/iterator
Belief & Evidence in Empirical Software Engineering	ICSE	2016	ICSE2016_8	yes	yes	na	Qualitative study	
Understanding and Fixing Multiple Language Interoperability Issues: The C/Fortran Case	ICSE	2016	ICSE2016_80	yes	no			
BigDebug: Debugging Primitives for Interactive Big Data Processing in Spark	ICSE	2016	ICSE2016_81	yes	no			
Debugging for Reactive Programming	ICSE	2016	ICSE2016_82	yes	yes	both	Controlled experiment to evaluate a debugger tool for Reactive Programming. Stats done on group, but individual tasks are discussed	Four questions regarding code behavior, two bug fix tasks
Revisit of Automatic Debugging via Human Focus-Tracking Analysis	ICSE	2016	ICSE2016_83	yes	yes	av	Controlled online experiment investigating whether Spectrum-Based Fault Localization is helpful for developers. Multiple programs, but every participant got a random two. Only averages are discussed	Fix bug
RETracer: Triaging Crashes by Reverse Execution from Partial Memory Dumps	ICSE	2016	ICSE2016_84	yes	no			
"Are ""Non-functional"" Requirements really Non-functional? An Investigation of Non-functional Requirements in Practice"	ICSE	2016	ICSE2016_85	yes	no			
Probing for Requirements Knowledge to Stimulate Architectural Thinking	ICSE	2016	ICSE2016_86	yes	yes	na	interviews/online survey	
Optimizing Selection of Competing Services with Probabilistic Hierarchical Refinement	ICSE	2016	ICSE2016_87	yes	no			
Risk-Driven Revision of Requirements Models	ICSE	2016	ICSE2016_88	yes	no			
"Discovering ""Unknown Known"" Security Requirements"	ICSE	2016	ICSE2016_89	yes	no			
Crowdsourcing Program Preconditions via a Classification Game	ICSE	2016	ICSE2016_9	yes	no			
Behavioral Log Analysis with Statistical Guarantees	ICSE	2016	ICSE2016_90	yes	no			
Efficient Large-Scale Trace Checking Using MapReduce	ICSE	2016	ICSE2016_91	yes	no			
Feedback-Directed Instrumentation for Deployed JavaScript Applications	ICSE	2016	ICSE2016_92	yes	no			
DoubleTake: Fast and Precise Error Detection via Evidence-Based Dynamic Analysis	ICSE	2016	ICSE2016_93	yes	no			
Automated Partitioning of Android Applications for Trusted Execution Environments	ICSE	2016	ICSE2016_94	yes	no			
"""Jumping Through Hoops"": Why do Java Developers Struggle with Cryptography APIs?"	ICSE	2016	ICSE2016_95	yes	yes	na	amongst others: survey of developers	
Finding Security Bugs in Web Applications Using a Catalog of Access Control Patterns	ICSE	2016	ICSE2016_96	yes	no			
Reference Hijacking: Patching, Protecting and Analyzing on Unmodified and Non-rooted Android Devices	ICSE	2016	ICSE2016_97	yes	no			
The Emerging Role of Data Scientists on Software Development Teams	ICSE	2016	ICSE2016_98	yes	yes	na	Interviews	
Building a Theory of Job Rotation in Software Engineering from an Instrumental Case Study	ICSE	2016	ICSE2016_99	yes	yes	na	qualitative study	
Recommending and Localizing Change Requests for Mobile Apps Based on User Reviews	ICSE	2017	ICSE2017_1	yes	yes?	na	interviews as evaluation for the developed tool	
Search-Driven String Constraint Solving for Vulnerability Detection	ICSE	2017	ICSE2017_10	yes	no			
A Guided Genetic Algorithm for Automated Crash Reproduction	ICSE	2017	ICSE2017_11	yes	no			
Stochastic Optimization of Program Obfuscation	ICSE	2017	ICSE2017_12	yes	yes	av	Evaluated obfuscation tool with developers, same task for 10 snippets, result is discussed as average	
ZenIDS: Introspective Intrusion Detection for PHP Applications	ICSE	2017	ICSE2017_13	yes	no			
Statically Checking Web API Requests in JavaScript	ICSE	2017	ICSE2017_14	yes	no			
On Cross-Stack Configuration Errors	ICSE	2017	ICSE2017_15	yes	no			
Efficient Detection of Thread Safety Violations via Coverage-Guided Generation of Concurrent Tests	ICSE	2017	ICSE2017_16	yes	no			
Analyzing APIs Documentation and Code to Detect Directive Defects	ICSE	2017	ICSE2017_17	yes	no			
RClassify: Classifying Race Conditions in Web Applications via Deterministic Replay	ICSE	2017	ICSE2017_18	yes	no			
Repairing Event Race Errors by Controlling Nondeterminism	ICSE	2017	ICSE2017_19	yes	no			
Machine Learning-Based Detection of Open Source License Exceptions	ICSE	2017	ICSE2017_2	yes	no			
Semantically Enhanced Software Traceability Using Deep Learning Techniques	ICSE	2017	ICSE2017_20	yes	no			
Making Malory Behave Maliciously: Targeted Fuzzing of Android Execution Environments	ICSE	2017	ICSE2017_21	yes	no			
A SEALANT for Inter-App Security Holes in Android	ICSE	2017	ICSE2017_22	yes	yes	av	"Used human study (and survey) to evaluate tool. Participants were asked to do 20 tasks across four ""types"", results are discussed on the basis types"	
An Efficient, Robust, and Scalable Approach for Analyzing Interacting Android Apps	ICSE	2017	ICSE2017_23	yes	no			
LibD: Scalable and Precise Third-Party Library Detection in Android Markets	ICSE	2017	ICSE2017_24	yes	no			
Analysis and Testing of Notifications in Android Wear Applications	ICSE	2017	ICSE2017_25	yes	no			
Adaptive Unpacking of Android Apps	ICSE	2017	ICSE2017_26	yes	no			
Performance Diagnosis for Inefficient Loops	ICSE	2017	ICSE2017_27	yes	no			
An Unsupervised Approach for Discovering Relevant Tutorial Fragments for APIs	ICSE	2017	ICSE2017_28	yes	no			
How Do Developers Fix Cross-Project Correlated Bugs? A Case Study on the GitHub Scientific Python Ecosystem	ICSE	2017	ICSE2017_29	yes	yes	na	Qualtitative study, survey on cross-project bugs	
Software Development Waste	ICSE	2017	ICSE2017_3	yes	yes	na	"Qualitative study: open-ended interviews with developers to understand software development ""waste"""	
Feedback-Based Debugging	ICSE	2017	ICSE2017_30	yes	yes	s	User study to evaluate debugging tool, two groups, each group got three tasks. Results are discussed on a task-basis	Find bug in code
Learning Syntactic Program Transformations from Examples	ICSE	2017	ICSE2017_31	yes	no			
Precise Condition Synthesis for Program Repair	ICSE	2017	ICSE2017_32	yes	no			
Heuristically Matching Solution Spaces of Arithmetic Formulas to Efficiently Reuse Solutions	ICSE	2017	ICSE2017_33	yes	no			
Exploring API Embedding for API Usages and Applications	ICSE	2017	ICSE2017_34	yes	no			
Unsupervised Software-Specific Morphological Forms Inference from Informal Discussions	ICSE	2017	ICSE2017_35	yes	yes	av	four participants evaluated 400 abbr. and 800 synonyms, only as average	
SPAIN: Security Patch Analysis for Binaries towards Understanding the Pain and Pills	ICSE	2017	ICSE2017_36	yes	no			
Travioli: A Dynamic Analysis for Detecting Data-Structure Traversals	ICSE	2017	ICSE2017_37	yes	no			
ProEva: Runtime Proactive Performance Evaluation Based on Continuous-Time Markov Chains	ICSE	2017	ICSE2017_38	yes	no			
Detecting User Story Information in Developer-Client Conversations to Generate Extractive Summaries	ICSE	2017	ICSE2017_39	yes	yes	na	qualtitative study	
Becoming Agile: A Grounded Theory of Agile Transitions in Practice	ICSE	2017	ICSE2017_4	yes	yes	na	Grounded-theory approach, interviewed developers on agile development	
Glacier: Transitive Class Immutability for Java	ICSE	2017	ICSE2017_40	yes	yes	s	Evaluation of an alternative to Java's final to declare immutibility, Participants were asked to execute four tasks, which were discussed individually.	Make specific things immutable
Challenges for Static Analysis of Java Reflection - Literature Review and Empirical Study	ICSE	2017	ICSE2017_41	yes	no			
Machine-Learning-Guided Selectively Unsound Static Analysis	ICSE	2017	ICSE2017_42	yes	no			
How Good Is a Security Policy against Real Breaches? A HIPAA Case Study	ICSE	2017	ICSE2017_43	yes	no			
Adaptive Coverage and Operational Profile-Based Testing for Reliability Improvement	ICSE	2017	ICSE2017_44	yes	no			
RADAR: A Lightweight Tool for Requirements and Architecture Decision Analysis	ICSE	2017	ICSE2017_45	yes	no			
PEoPL: Projectional Editing of Product Lines	ICSE	2017	ICSE2017_46	yes	no			
Do Developers Read Compiler Error Messages?	ICSE	2017	ICSE2017_47	yes	yes	s	Eye tracking study of developers reading compiler errors, results are discussed presented for each individual task	Find reasonable solution to fix defect/compiler error
A General Framework for Dynamic Stub Injection	ICSE	2017	ICSE2017_48	yes	no			
